Scheme_Name	Asset_Value
ICICI Prudential Overnight Fund - Direct Plan - Weekly IDCW	1000.4343
ICICI Prudential Overnight Fund - Fortnightly IDCW	1000.1472
ICICI Prudential Overnight Fund - Growth	1416.4869
ICICI Prudential Overnight Fund - Half Yearly IDCW	1015.4753
ICICI Prudential Overnight Fund - Monthly IDCW	1002.3577
ICICI Prudential Overnight Fund - Quarterly IDCW	1004.0152
ICICI Prudential Overnight Fund - Weekly IDCW	1000.4295
Invesco India Overnight Fund - Direct Plan - Daily IDCW (Reinvestment)	1000.5303
Invesco India Overnight Fund - Direct Plan - Growth	1335.9737
Invesco India Overnight Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1003.069
Invesco India Overnight Fund - Direct Plan - Weekly IDCW (Reinvestment)	1001.7173
Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment)	1000.1395
Invesco India Overnight Fund - Regular Plan - Growth	1331.5502
Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1003.1881
Invesco India Overnight Fund - Regular Plan - Weekly IDCW (Reinvestment)	1000.6548
ITI Overnight Fund - Direct Plan - Annual IDCW Option	1007.3588
ITI Overnight Fund - Direct Plan - Daily IDCW Option	1001.0000
ITI Overnight Fund - Direct Plan - Fortnightly IDCW Option	1003.2645
ITI Overnight Fund - Direct Plan - Growth Option	1339.6727
ITI Overnight Fund - Direct Plan - Monthly IDCW Option	1004.1876
ITI Overnight Fund - Direct Plan - Weekly IDCW option	1001.1595
ITI Overnight Fund - Regular Plan - Annual IDCW Option	1204.9709
ITI Overnight Fund - Regular Plan - Daily IDCW Option	1000.9998
ITI Overnight Fund - Regular Plan - Fortnightly IDCW Option	1002.2756
ITI Overnight Fund - Regular Plan - Growth Option	1331.4404
ITI Overnight Fund - Regular Plan - Monthly IDCW Option	1001.0714
ITI Overnight Fund - Regular Plan - Weekly IDCW Option	1001.2695
JioBlackRock Overnight Fund - Direct Plan - Growth Option	1020.9725
JM Overnight Fund (Direct) - Daily IDCW	1000
JM Overnight Fund (Direct) - Weekly IDCW	1000.2785
JM Overnight Fund (Regular) - Daily IDCW	1000
JM Overnight Fund (Regular) - Growth	1335.5046
JM Overnight Fund (Regular) - Weekly IDCW	1000.2657
JM Overnight Fund - (Direct) - Growth	1341.0774
JM Overnight Fund - (Direct) - Unclaimed IDCW - Growth Plan	1347.6209
JM Overnight Fund - (Direct) - Unclaimed IDCW I.E.F. - Growth Plan	1073.9936
JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan	1341.0969
JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan	1073.9936
Kotak Overnight Fund -Direct Plan-Growth Option	1410.666
Kotak Overnight Fund -Regular plan-Growth Option	1401.8845
Kotak Overnight Fund-Direct Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option	1003.6055
Kotak Overnight Fund-Regular Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option	1004.7568
LIC MF Overnight Fund-Direct Plan-Daily IDCW	1084.6107
LIC MF Overnight Fund-Direct Plan-Growth	1370.6542
LIC MF Overnight Fund-Direct Plan-IDCW	1370.788
LIC MF Overnight Fund-Direct Plan-Weekly IDCW	1068.5804
LIC MF Overnight Fund-Regular Plan-Daily IDCW	1083.5257
LIC MF Overnight Fund-Regular Plan-Growth	1359.7531
LIC MF Overnight Fund-Regular Plan-IDCW	1202.7986
LIC MF Overnight Fund-Regular Plan-Weekly IDCW	1179.6359
Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW	1372.1025
Mahindra Manulife Overnight Fund - Direct Plan -Growth	1368.7348
Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW	1206.1007
Mahindra Manulife Overnight Fund - Regular Plan - Growth	1359.9940
Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years	1000.0000
Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years	1255.2526
Mirae Asset Overnight Fund Direct Daily IDCW	1000.0000
Mirae Asset Overnight Fund Direct Monthly IDCW	1003.9408
Mirae Asset Overnight Fund Direct Plan Growth	1356.0588
Mirae Asset Overnight Fund Direct Weekly IDCW	1000.1466
Mirae Asset Overnight Fund Regular Daily  IDCW	1000.0122
Mirae Asset Overnight Fund Regular Monthly IDCW	1003.9105
Mirae Asset Overnight Fund Regular Plan Growth	1348.5138
Mirae Asset Overnight Fund Regular Weekly IDCW	1000.1422
NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option	100.0050
NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option	100.0050
Nippon India Overnight Fund - Direct Plan - Growth Option	142.0391
NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option	100.4714
NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option	101.2080
NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option	100.0923
NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option	100.4573
NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option	101.1920
Nippon India Overnight Fund - Regular Plan - Growth Option	141.1303
NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option	100.0910
NJ Overnight Fund - Direct Plan - Growth Option	1224.1753
NJ Overnight Fund - Regular Plan - Growth Option	1220.1052
NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years	1063.5358
PGIM India Overnight Fund - Direct Plan - Daily Dividend Option	1000.0087
PGIM India Overnight Fund - Direct Plan - Growth Option	1363.9449
PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option	1001.2766
PGIM India Overnight Fund - Regular Plan - Daily Dividend Option	1000
PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option	1008.0896
PGIM India Overnight Fund - Regular Plan- Growth Option	1358.0482
quant Overnight Fund - Growth Option - Direct Plan	12.097
quant Overnight Fund - Growth Option - Regular Plan	12.0598
quant Overnight Fund - IDCW Option - Direct Plan	12.1013
quant Overnight Fund - IDCW Option - Regular Plan	12.0478
Samco Overnight Fund - Direct Plan - Growth Option	1209.1184
Samco Overnight Fund - Regular Plan - Growth Option	1200.9675
Samco Overnight Fund - Unclaimed Redemption Upto 3 years	1057.7600
SBI Overnight Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1334.7934
SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH	4300.4037
SBI Overnight Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1363.0147
SBI Overnight Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1329.1102
SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH	4243.6796
SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1357.1125
Shriram Overnight Fund -  Direct Growth	12.2111
Shriram Overnight Fund -  Regular Fortnightly IDCW	10.0049
Shriram Overnight Fund - Direct Daily IDCW	10.0001
Shriram Overnight Fund - Direct Fortnightly IDCW	10.0046
Shriram Overnight Fund - Direct Monthly IDCW	10.0042
Shriram Overnight Fund - Regular Daily IDCW	10
Shriram Overnight Fund - Regular Growth	12.1775
Shriram Overnight Fund - Regular Monthly IDCW	10.0044
Shriram Overnight Fund - Regular Weekly IDCW	10.0035
Sundaram Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	1000.0300
Sundaram Overnight Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	1067.4522
Sundaram Overnight Fund Direct Plan - Growth	1404.7267
Sundaram Overnight Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW)	1015.2569
Sundaram Overnight Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	1015.2569
Sundaram Overnight Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	1049.5696
Sundaram Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	1000.0300
Sundaram Overnight Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	1068.8381
Sundaram Overnight Fund Regular Plan - Growth	1395.5527
Sundaram Overnight Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW)	1010.8360
Sundaram Overnight Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	1010.8360
Sundaram Overnight Fund Regular Plan - Weekly Payout of Income Distribution cum Capital Withdrawal (IDCW)	1048.3636
TATA Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option	1000.0001
TATA Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option	1000.0000
Tata Overnight Fund-Direct Plan-Growth	1395.6824
Tata Overnight Fund-Regular Plan-Growth	1385.2783
TRUST MF OVERNIGHT FUND-DIRECT PLAN-DAILY IDCW REINVESTMENT	1227.8418
TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH	1251.1955
TRUST MF OVERNIGHT FUND-REGULAR PLAN-DAILY IDCW REINVESTMENT	1227.4984
TRUST MF OVERNIGHT FUND-REGULAR-GROWTH	1248.8131
Union Overnight Fund - Direct Plan - Daily IDCW Option	1000.8004
Union Overnight Fund - Direct Plan - Growth Option	1391.9185
Union Overnight Fund - Direct Plan - Monthly IDCW Option	1004.1098
Union Overnight Fund - Regular Plan - Daily IDCW Option	1001.2618
Union Overnight Fund - Regular Plan - Growth Option	1382.7999
Union Overnight Fund - Regular Plan - Monthly IDCW Option	1004.0293
Union Overnight Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years	1000.0000
Union Overnight Fund - Unclaimed Amounts Plan - IDCW Upto 3 years	1254.1357
Union Overnight Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years	1000.0000
Union Overnight Fund - Unclaimed Amounts Plan - Redemption Upto 3 years	1254.1670
UTI - Overnight  Fund - Regular Plan - Growth Option	3579.9347
UTI - Overnight Fund - Direct Plan - Growth Option	3619.4697
UTI Overnight Fund - Direct Plan - Daily IDCW	1371.6621
UTI Overnight Fund - Direct Plan - Periodic IDCW	1899.548
UTI Overnight Fund - Regular Plan - Daily IDCW	1370.8617
UTI Overnight Fund - Regular Plan - Periodic IDCW	1844.2578
Zerodha Overnight Fund - Direct Plan - Growth Option	10.3549
Aditya Birla Sun Life Short Term Fund - DIRECT - IDCW	11.349
Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan	53.0429
Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan	48.9038
Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW	15.5424
Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW	10.5007
Aditya Birla Sun Life Short Term Fund-Quarterly-IDCW-Direct	10.9749
Axis Short Duration Fund - Direct Plan - Growth Option	34.7466
Axis Short Duration Fund - Direct Plan - Monthly IDCW	10.1174
Axis Short Duration Fund - Direct Plan - Regular IDCW	21.2580
Axis Short Duration Fund - Direct Plan - Weekly IDCW	10.2533
Axis Short Duration Fund - Regular Plan - Bonus Option	22.3737
Axis Short Duration Fund - Regular Plan - Growth Option	31.7849
Axis Short Duration Fund - Regular Plan - Monthly IDCW	10.1332
Axis Short Duration Fund - Regular Plan - Regular IDCW	21.2635
Axis Short Duration Fund - Regular Plan - Weekly IDCW	10.4048
Axis Short Duration Fund - Retail Plan - Growth Option	31.4174
Axis Short Duration Fund - Retail Plan - Monthly IDCW	10.1127
Axis Short Duration Fund - Retail Plan - Weekly IDCW	10.2350
BANDHAN Bond Fund - Short Term - Direct Plan - Annual IDCW	11.3536
BANDHAN Bond Fund - Short Term - Direct Plan - Quarterly IDCW	10.7563
BANDHAN Bond Fund - Short Term - Regular Plan - Annual IDCW	11.1045
BANDHAN Bond Fund - Short Term - Regular Plan - Fortnightly IDCW	10.4166
BANDHAN Bond Fund - Short Term - Regular Plan - Periodic IDCW	21.7054
BANDHAN Bond Fund - Short Term - Regular Plan - Quarterly IDCW	10.8268
BANDHAN Bond Fund - Short Term Plan - Plan B - Fortnightly Dividend	14.25207048
BANDHAN Bond Fund - Short Term Plan - Plan C  - Fortnightly Dividend	11.21885202
BANDHAN Bond Fund - Short Term Plan - Plan C  - Growth	18.70210837
BANDHAN Bond Fund - Short Term Plan - Plan C  - Monthly Dividend	14.74155325
BANDHAN Bond Fund - Short Term Plan - Plan D - Growth	22.16392015
BANDHAN Bond Fund - Short Term Plan - Plan D - Monthly Dividend	17.71169997
BANDHAN Bond Fund - Short Term Plan - Plan D- Fortnightly Dividend	12.03375677
BANDHAN Bond Fund - Short Term-Direct Plan-Fortnightly IDCW	10.3734
BANDHAN Bond Fund - Short Term-Direct Plan-Growth	62.7511
BANDHAN Bond Fund - Short Term-Direct Plan-Monthly IDCW	10.4107
BANDHAN Bond Fund - Short Term-Direct Plan-Periodic IDCW	22.6516
BANK OF INDIA Short Term Income Fund-Direct Plan- Growth	29.8542
BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW	14.5152
BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW	13.7634
BANK OF INDIA Short Term Income Fund-Regular Plan- Growth	27.4029
BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW	14.0619
BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW	13.8574
Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option	32.6185
Baroda BNP Paribas Short Duration Fund - Direct Plan - Monthly IDCW Option	10.5782
Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW	11.3476
Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option	29.9791
Baroda BNP Paribas Short Duration Fund - Regular Plan - Monthly IDCW Option	10.3392
Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW	10.7692
CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION	28.4082
CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	18.3363
CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)	17.3173
CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - GROWTH OPTION	25.9790
CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	15.8245
CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)	15.5317
DSP Short Term Fund - Direct Plan - Growth	51.9914
DSP Short Term Fund - Direct Plan - IDCW	12.574
DSP Short Term Fund - Direct Plan - IDCW - Monthly	11.7441
DSP Short Term Fund - Direct Plan - IDCW - Weekly	10.191
DSP Short Term Fund - IDCW - Monthly	11.6472
DSP Short Term Fund - Regular Plan - Growth	47.7322
DSP Short Term Fund - Regular Plan - IDCW	12.5717
DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly	10.191
Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option	0.0000
Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW	4281.4140
Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW	4460.0426
Franklin India Short Term Income Plan -  Retail Plan - Direct - Weekly - IDCW	3622.9808
Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW	4197.1520
Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW	4366.3354
Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW	3801.5971
Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH	15097.5360
Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option	0.0000
Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option	0.0000
Franklin India Short term Income Plan- Institutional Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option	0.0000
Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Option	0.0000
Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Monthly Dividend Option	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Option	0.0000
Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Option	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Option	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Weekly - IDCW	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Weekly - IDCW	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Monthly - IDCW	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Quarterly - IDCW	0.0000
Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Monthly - IDCW	0.0000
Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Quarterly - IDCW	0.0000
Franklin India Short term Income Plan-Institutional Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option	0.0000
Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option	0.0000
Franklin India Short-Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option	0.0000
Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option	0.0000
Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Weekly - IDCW	0.0000
Franklin India Short-Term Income Plan-Growth	15041.2784
Franklin India Short-Term Income Plan-Institutional Plan - Growth	12430.0000
Franklin India Short-Term Income Plan-Institutional Plan - Monthly Dividend	0.0000
Franklin India Short-term Income Plan-Retail Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option	0.0000
Franklin India Short-term Income Plan-Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Weekly - IDCW	0.0000
Franklin India Short-Term Income Plan-Weekly Bonus	0.0000
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option	2133.7587
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option	2456.1375
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1019.4667
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1022.3226
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1020.2399
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1019.2587
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1028.1982
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1020.158
HDFC Short Term  Debt Fund - Fortnightly IDCW - Direct Plan	10.3226
HDFC Short Term  Debt Fund - Fortnightly IDCW Option	10.2153
HDFC Short Term  Debt Fund - Growth Option	32.9026
HDFC Short Term  Debt Fund - Growth Option - Direct Plan	34.0008
HDFC Short Term  Debt Fund - Normal IDCW - Direct Plan	20.1453
HDFC Short Term  Debt Fund - Normal IDCW Option	19.5521
HSBC Short Duration Fund -  Regular Plan - Monthly IDCW	11.0904
HSBC Short Duration Fund - Bonus	27.1561
HSBC Short Duration Fund - Direct Annual IDCW	12.7805
HSBC Short Duration Fund - Direct Growth	28.8318
HSBC Short Duration Fund - Direct Plan -  Monthly IDCW	11.7651
HSBC Short Duration Fund - Direct Quarterly IDCW	11.4869
HSBC Short Duration Fund - Regular Annual IDCW	12.1903
HSBC Short Duration Fund - Regular Growth	27.1571
HSBC Short Duration Fund - Regular Quarterly IDCW	10.6211
ICICI Prudential Short Term Fund - Bonus	42.3355
ICICI Prudential Short Term Fund - Direct Plan - Bonus	40.9620
ICICI Prudential Short Term Fund - Direct Plan - Growth Option	67.6295
ICICI Prudential Short Term Fund - Direct Plan - Half Yearly IDCW	13.7741
ICICI Prudential Short Term Fund - Direct Plan - Monthly IDCW	12.7383
ICICI Prudential Short Term Fund - Direct Plan - Reinvestment of IDCW Fortnightly	12.8230
ICICI Prudential Short Term Fund - Growth Option	61.8683
ICICI Prudential Short Term Fund - Half Yearly IDCW	13.4958
ICICI Prudential Short Term Fund - Reinvestment of IDCW Fortnightly	12.2409
ICICI Prudential Short Term Fund - Monthly IDCW	12.1193
ICICI Prudential Short Term Fund - Institutional Plan - Dividend Monthly	12.6927
ICICI Prudential Short Term Fund-Institutional Growth	43.8071
ICICI Prudential Short Term Fund-Institutional Plan-Dividend Fortnightly	12.8807
Invesco India Short Duration Fund - Daily IDCW (Reinvestment)	1036.8604
Invesco India Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment)	1023.5517
Invesco India Short Duration Fund - Direct Plan - Growth	4048.3506
Invesco India Short Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	2663.9743
Invesco India Short Duration Fund - Direct Plan -Discretionary IDCW (Payout / Reinvestment)	2856.1115
Invesco India Short Duration Fund - Direct Plan -Weekly IDCW (Reinvestment)	1020.4819
Invesco India Short Duration Fund - Growth	3657.5956
Invesco India Short Duration Fund - Monthly IDCW (Payout / Reinvestment)	1052.7714
Invesco India Short Duration Fund - Plan B - Growth	3637.0139
Invesco India Short Duration Fund - Plan B - Monthly IDCW (Payout / Reinvestment)	2382.8889
Invesco India Short Duration Fund - Plan B - Weekly IDCW (Reinvestment)	1016.2032
Invesco India Short Duration Fund - Weekly IDCW (Reinvestment)	1019.7087
Invesco India Short Duration Fund- Discretionary IDCW (Payout / Reinvestment)	2728.405
JM Short Duration Fund (Direct) - Growth	12.6371
JM Short Duration Fund (Direct) - IDCW	12.6374
JM Short Duration Fund (Regular) - Growth	12.3154
JM Short Duration Fund (Regular) - IDCW	12.316
JM Short Term Fund (Direct) - Daily Dividend Option	14.6036
JM Short Term Fund (Direct) - Dividend Option	10.6757
JM Short Term Fund (Direct) - Growth Option	26.9629
JM Short Term Fund - Daily Dividend Option	14.0738
JM Short Term Fund - Dividend Option	10.6037
JM Short Term Fund - Growth Option	26.4425
JM Short Term Fund - Regular Plan - Daily Dividend Option	13.9335
JM Short Term Fund - Regular Plan - Dividend Option	11.6715
JM Short Term Fund - Regular Plan - Growth Option	36.0763
Kotak Bond Short Term Plan - Direct - Standard Income Distribution cum capital withdrawal option	16.6817
Kotak Bond Short Term Plan - Regular Plan - Normal Dividend	12.647
Kotak Bond Short Term Plan-(Growth)	53.4099
Kotak Bond Short Term Plan-(Growth) - Direct	58.9557
Kotak Bond Short Term Plan-(Payout of Income Distribution cum capital withdrawal option)	10.0545
LIC MF Short Duration Fund-Direct Plan-Growth	15.996
LIC MF Short Duration Fund-Direct Plan-IDCW	15.996
LIC MF Short Duration Fund-Direct Plan-Monthly IDCW	15.9942
LIC MF Short Duration Fund-Direct Plan-Weekly IDCW	15.9943
LIC MF Short Duration Fund-Regular Plan-Growth	14.9192
LIC MF Short Duration Fund-Regular Plan-IDCW	14.9192
LIC MF Short Duration Fund-Regular Plan-Monthly IDCW	14.9196
LIC MF Short Duration Fund-Regular Plan-Weekly IDCW	12.8142
Mahindra Manulife Short Duration Fund - Direct Plan - IDCW	12.1653
Mahindra Manulife Short Duration Fund - Direct Plan -Growth	13.6546
Mahindra Manulife Short Duration Fund - Regular Plan - Growth	13.0430
Mahindra Manulife Short Duration Fund - Regular Plan - IDCW	11.5779
Mirae Asset Short Duration Fund - Direct Plan - Growth	17.1660
Mirae Asset Short Duration Fund - Direct Plan - IDCW	17.1250
Mirae Asset Short Duration Fund - Regular Plan - Growth	16.1316
Mirae Asset Short Duration Fund - Regular Plan - IDCW	16.1350
NIPPON INDIA SHORT DURATION FUND - Direct Plan - IDCW Option	24.0216
NIPPON INDIA SHORT DURATION FUND - Direct Plan - MONTHLY IDCW Option	11.7641
NIPPON INDIA SHORT DURATION FUND - Direct Plan - QUARTERLY IDCW OPTION	15.4572
Nippon India Short Duration Fund - Direct Plan Growth Plan - Growth Option	59.1075
NIPPON INDIA SHORT DURATION FUND - IDCW Option	22.0774
NIPPON INDIA SHORT DURATION FUND - MONTHLY IDCW Option	11.5431
NIPPON INDIA SHORT TERM FUND - QUARTERLY IDCW OPTION	15.0872
Nippon India Short Term Fund-Growth Plan	54.2786
SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	15.5115
SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	17.1015
SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	15.4881
SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND - RETAIL - GROWTH	37.3373
SBI Short Term Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	19.5802
SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH	35.1139
SBI Short Term Debt Fund - Direct Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	23.6512
SBI Short Term Debt Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	15.3809
SBI Short Term Debt Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	18.2446
SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH	33.0004
